作品ID,作品名称,发布时间,链接,点赞,评论,分享
7611190733248725241,更正下时间，等下凌晨00:30会续谈！ 等下没睡的晚上上夜班的在我评论区值夜班！😂 #七王爷 #美伊战争,2026-02-26 23:07:19 CST,https://www.iesdouyin.com/share/video/7611190733248725241/?region=US&mid=7611190660020030208&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=ZBAifWiGRw9IHHlFN0z8fF23QKQFg1hcXL30MLRoPv8-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2120,805,54
7611184023968255099,看到进度条就知道这条视频不简单#七王爷 #这话没毛病,2026-02-26 22:41:16 CST,https://www.iesdouyin.com/share/video/7611184023968255099/?region=US&mid=7611184045275286299&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=jx4JFfQAsJHn_ovDO6rfynU65_N5MsSHjABg49LUhLQ-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2442,571,199
7611160273898046577,挪到3月1日，等于等了个寂寞#七王爷,2026-02-26 21:09:06 CST,https://www.iesdouyin.com/share/video/7611160273898046577/?region=US&mid=7611160254335798067&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=JYCZXyBGxIRms_6BQobsOmOqrwi9VB2iH.66oKa5UZA-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2427,630,230
7611093191667962233,安全放在首位#这话没毛病 #七王爷,2026-02-26 16:48:49 CST,https://www.iesdouyin.com/share/video/7611093191667962233/?region=US&mid=7611093180347484978&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=kVTa._Cl07jJnOyAVwcYjsYYfyGsxe0yffsrUWF_y3E-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3132,805,263
7611051312923776997,拍完视频才发现鼻子里有小零食😂#七王爷 #憋住不准笑,2026-02-26 14:06:17 CST,https://www.iesdouyin.com/share/video/7611051312923776997/?region=US&mid=7611051263291165478&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=EDmWyPAQHjFGG3WmC_spCTNMSqgWhniQaGpIDK7fi7s-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2033,452,28
7611036037851366059,讲重点就被没收，大家如果能看到就珍惜看下吧#七王爷,2026-02-26 13:07:00 CST,https://www.iesdouyin.com/share/video/7611036037851366059/?region=US&mid=7611036076760845082&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=wiNbhuxR6X1hWzZHr5QpWVdh7HeHShjLK9P5hp7tQkI-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1468,209,88
7610994703660403953,把控风险，未雨绸缪#七王爷,2026-02-26 10:26:37 CST,https://www.iesdouyin.com/share/video/7610994703660403953/?region=US&mid=7610994670314769167&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=U2eM21dFcOz1XmrtEcC42Hu0Bl4kfZFWnJ5NeTEY5GE-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3783,651,392
7610871498043861733,我的新封面怎么样，大家点评#七王爷,2026-02-26 02:28:37 CST,https://www.iesdouyin.com/share/video/7610871498043861733/?region=US&mid=7610871374093093673&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=jVadUjXov5hK9iegQa6m5wUKic2QU3KTTNaolrE_FNo-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2509,614,442
7610720861133660785,看见急跌你才去建仓，比早上高点要至少掉10-20个点位，分批建仓#七王爷,2026-02-25 16:44:00 CST,https://www.iesdouyin.com/share/video/7610720861133660785/?region=US&mid=7610720833140919091&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=i_6NzDUcOn0zJgsjgh7cRPJVqI4M2dS8eLCtznxngcU-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5249,915,894
7610713107195242937,整理下队形#七王爷,2026-02-25 16:13:52 CST,https://www.iesdouyin.com/share/video/7610713107195242937/?region=US&mid=7610713095513721646&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=kXyPFgi9_b659aJwtKN.0kv4zfPD5BFVO_SJscD1ris-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3480,534,365
7610710248475557627,微利好#七王爷,2026-02-25 16:02:48 CST,https://www.iesdouyin.com/share/video/7610710248475557627/?region=US&mid=7610710233307958057&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=0uxTwrhULAHYzEXhG7GQOpKavc3sepdxEuc5fWnl7bM-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1693,225,21
7610629992359314033,美元弱，黄金涨！ 但是人名币升值把所有黄鱼的涨幅抵消了！懂了吗？#七王爷,2026-02-25 10:51:22 CST,https://www.iesdouyin.com/share/video/7610629992359314033/?region=US&mid=7610629883244727075&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=LhnnjVQtbikegZUYi8sE.ajOA8OHXCxxWc1jA2ezKzM-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2305,469,188
7610619627622148465,2.25 10点 闹闹有四星数据发言,2026-02-25 10:11:14 CST,https://www.iesdouyin.com/share/video/7610619627622148465/?region=US&mid=7610619591841712948&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=4ORf2Zlw5tHDabWUNgYWJRiJH7yYC9fh2r1gRzbt2L8-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1706,265,41
7610615775019344634,看懂去玩去吧！但吃到🍰要报喜，让老七开心#内容太过真实,2026-02-25 09:56:10 CST,https://www.iesdouyin.com/share/video/7610615775019344634/?region=US&mid=7610615640961256207&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=FMU7a8ztJFRIkPhUMH0EGJQB5ndwbHXRlW3gtBaKiCk-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2222,532,156
7610419222564741755,哎哟，发了五次，看能不能发出来,2026-02-24 21:13:27 CST,https://www.iesdouyin.com/share/video/7610419222564741755/?region=US&mid=7610419252808125222&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=EHPrWNfsrAdFVBepvS6987UTsciyR7iCc0tfZa0FMgg-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2218,754,201
7610417627731869669,看今晚能不能站稳我说的这个位置！#这话没毛病,2026-02-24 21:07:17 CST,https://www.iesdouyin.com/share/video/7610417627731869669/?region=US&mid=7610417646833044270&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=LDpmNEoKEA2L8PfAsHTCDXZz15bdKRGP4Xb0.9BJEhM-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4451,452,798
7610362062229330425,我最大的开心就是看见你们口袋进米，来报喜吧#金融常识普及 #七王爷,2026-02-24 17:31:40 CST,https://www.iesdouyin.com/share/video/7610362062229330425/?region=US&mid=7610362058068085555&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=ZGpPznh6lFaLKmML.dXSFvWu55Uwn8muqTpmBBn9IA4-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3629,1015,441
7610078279420939258,答应我，好吗？😂#七王爷 #七王爷讲真话,2026-02-23 23:10:29 CST,https://www.iesdouyin.com/share/video/7610078279420939258/?region=US&mid=7610078210625162018&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=HogsuR8zRIcYvdVDioGIqvU3u18Mqjfsc0xWIicsiH4-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4827,1189,426
7610067274578263802,发了三次，每次重点就被嘎了！2.23#这话没毛病,2026-02-23 22:27:43 CST,https://www.iesdouyin.com/share/video/7610067274578263802/?region=US&mid=7610067289282497315&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=5NlWCaIFtB8pWv1nMWDJiuor1VHUMxH24rLY8GCIsKo-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2216,481,228
7610050493284410341,2.23 合理控制自己的仓位#这话没毛病 #七王爷讲真话,2026-02-23 21:22:35 CST,https://www.iesdouyin.com/share/video/7610050493284410341/?region=US&mid=7610050428647721774&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=KrMqKEwzK.u3h9v1U.LeaH4q.0yaiNoaUCTbn0WlQJo-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4986,558,715
7610038560494931313,2月23日 短跑冠军技巧#七王爷讲真话,2026-02-23 20:36:25 CST,https://www.iesdouyin.com/share/video/7610038560494931313/?region=US&mid=7610038557057665830&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=.UMeJnJAsFusQN9CQWe68bFTGiHmtBKEPgkOeAaQSGM-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5373,454,980
7610033411587594939,2.23日 给大家拜个晚年#记录真实生活,2026-02-23 20:16:18 CST,https://www.iesdouyin.com/share/video/7610033411587594939/?region=US&mid=7610033369988467507&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=8JupRA7L6RjSozd04vMkCTSTC4pB1G6GrrfWEp4GmKk-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2242,479,192
7606702937037429371,别笑话我是个羊毛党，我只想把一手赚米信息告诉大家，芝麻再小也是食物#七王爷讲真话,2026-02-14 20:52:23 CST,https://www.iesdouyin.com/share/video/7606702937037429371/?region=US&mid=0&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=sBJAsslW.AfVingfD4tCM2MwlQt0uDr6losyMpHy2nU-&share_version=0&ts=1787996689&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2006,241,274
7606250341377971825,新年快乐！彻底休市了！ 我年后初几在会出现！#七王爷讲真话,2026-02-13 15:36:05 CST,https://www.iesdouyin.com/share/video/7606250341377971825/?region=US&mid=0&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=UxZ_kbCWOQTmXb.ZCQc9xXKu7Pu8aExKb92fXqCkirE-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2068,394,248
7606157484282499173,我说的话句句做数，不会因为黑子的一句投诉，举报，而去删除！ 但是你们对我的质问，也确实伤我心了,2026-02-13 09:35:58 CST,https://www.iesdouyin.com/share/video/7606157484282499173/?region=US&mid=0&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=W41kZjIKJP3ob3EHorE6okwNxwXdhe.ZIDMTH6IPGN4-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1088,633,42
7605572805166571707,2/11 见字如见人，如文字表达写清楚，还问重复问题，则不做回答#七王爷讲真话,2026-02-11 19:46:55 CST,https://www.iesdouyin.com/share/video/7605572805166571707/?region=US&mid=0&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=grW.h03rLfurS5jE3ZKdIgIB48j2Xm8jyQY3yoNB7nU-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1632,360,325
7605222863503909733,见字如见人，应该符合90%人的心理！在我无法与大家见面的时候，换种方式！待王归来 #七王爷讲真话,2026-02-10 21:08:57 CST,https://www.iesdouyin.com/share/video/7605222863503909733/?region=US&mid=0&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&schema_type=37&share_sign=uuq9KC32f1L8Bzxy.BkBMpH.21atkvvWXvuzUx6gHLc-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2168,334,280
7605127060839809265,幸好今天横盘，没啥行情，最新信息我实在拍不了视频，晚上我就用文字，下午基本横盘，需要到晚上美盘才会有动静，晚上有几个数据要公布晚上情况我会尽力看有什么动态会文字或者视频发布！暂时一……版本过低，升级后可展示全部信息,2026-02-10 14:57:13 CST,https://www.iesdouyin.com/share/video/7605127060839809265/?region=US&mid=7605126950805441314&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=aablKVT31FkfgQI5c5htPeuQbJ6vwxWeDCXLHrhLb4s-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2629,890,24
7604882574280978041,小白直接不要玩短线！ 我明年都开始中期波段了，手续费少，少看盘！ 我看谁想跟我一起中期波段，赚利润高的#这话没毛病,2026-02-09 23:08:27 CST,https://www.iesdouyin.com/share/video/7604882574280978041/?region=US&mid=7604882575722548009&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=POoNbudUUSLASc0wWqPf5x_SBIj6b6cXA7gHs6E6x3Y-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3990,787,328
7604874503181083259,发了三次，把字幕去了，看能不能发吧#这话没毛病,2026-02-09 22:37:06 CST,https://www.iesdouyin.com/share/video/7604874503181083259/?region=US&mid=7604874434584775424&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=4vd7U1m009OBeMz_bP28ORGPWp342d0JC5E2FwbbjPI-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1805,384,85
7604774304240577723,只能帮一少部分人，关于出货看自己实际的，靠大家自己手#这话没毛病,2026-02-09 16:08:21 CST,https://www.iesdouyin.com/share/video/7604774304240577723/?region=US&mid=7604774195771263780&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=fbRVqy05T9sy5zqos3D5RCoipgVQ2jUxbSXjIILEZEk-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2066,989,416
7604695196186105851,这是我个人的操作，不看均价，只看单笔交易的利差#七王爷讲真话,2026-02-09 11:01:21 CST,https://www.iesdouyin.com/share/video/7604695196186105851/?region=US&mid=7604695130968214308&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=P3p8FKN7e1CciFdMHBOxcOt4cZqxh9XzxDFgSsjb0U8-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2843,901,550
7604494008576691193,优势，劣势都给大伙讲了！ #七王爷讲真话,2026-02-08 22:00:35 CST,https://www.iesdouyin.com/share/video/7604494008576691193/?region=US&mid=7604493933984451343&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=y09U0F4Q6Aa0FU0mAB47XuJHhGVgwArnnmtdaZ2rP3I-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,7183,655,1500
7604413431148896997,落袋为安#七王爷讲真话,2026-02-08 16:47:57 CST,https://www.iesdouyin.com/share/video/7604413431148896997/?region=US&mid=7604413324163402515&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=u.ZJ2ctGLyypRhurgBOMtbbi0_cDeZKj0gKkhn7ekUI-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2090,335,256
7604396413733536635,感冒了，嗓子没那么大声音#七王爷讲真话,2026-02-08 15:41:54 CST,https://www.iesdouyin.com/share/video/7604396413733536635/?region=US&mid=7604396364877204259&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=Up7flLwS7MB5vBjCprcn3JvKohuWgFslfrE7vSkjrkw-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,7450,1493,1421
7604122558791344262,关关难过关关过#七王爷讲真话,2026-02-07 21:59:12 CST,https://www.iesdouyin.com/share/video/7604122558791344262/?region=US&mid=7604122501077109513&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=HDb6RL4GBg7KziEzRYSbWzcmVbDPxcWeisoBnihx6eE-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3777,598,370
7604112001401582291,稳稳登登过年🧨 #七王爷讲真话,2026-02-07 21:18:17 CST,https://www.iesdouyin.com/share/video/7604112001401582291/?region=US&mid=7604111922245487414&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=dx_z7ZdHuLdIwj1DgSoV7Ae9RLVFZj3hg0PYZja5d1w-&share_version=0&ts=1787996691&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4620,803,687
